"pmid","label","txt"
"176",25070542,0,"congenital muscular dystrophy phenotype with neuromuscular spindles excess in a 5 year old girl caused by hras mutation </s> </s> we report on a 5 year old girl who presented with an association of symptoms reminiscent of an ullrich like congenital muscular dystrophy including congenital hypotonia proximal joint contractures hyperlaxity of distal joints normal cognitive development and kyphoscoliosis </s> there was an excess of neuromuscular spindles on the skeletal muscle biopsy </s> this very peculiar feature on muscle biopsy has been reported only in patients with mutations in the hras gene </s> sequence analysis of the subject hras gene from blood leukocytes and skeletal muscle revealed a previously described heterozygous missense mutation c187g gt a p glu63lys </s> the present report thus extends the differential diagnosis of congenital muscular dystrophy with major quot retractile quot phenotypes and adds congenital muscular dystrophy to the clinical spectrum of hras related disorders </s>"
"177",24702148,1,"five right hepatic vein reconstructions using the autologous saphenous vein in the right lobe living donor liver transplant a case report </s> </s> in living donor liver transplant hepatic venous anomalies are not rare </s> despite numerous techniques developed over the years the best way of establishing a patent and durable hepatic drainage system remains controversial </s> we present a case where we successfully reconstructed 5 hepatic venous structures with a combination of direct anastomosis and saphenous vein interposition </s> careful planning before surgery and a customized approach for the patient on the back table brought about successful results </s>"
"178",24841369,1,"cirrhosis related coagulopathy resulting in disseminated intravascular coagulation and spontaneous orbital hemorrhages </s> </s> a 33 year old patient presented to our emergency department ed with left sided eyelid ecchymoses and edema </s> a ct scan of the orbits demonstrated a left retrobulbar hemorrhage prompting an ophthalmology consultation </s> upon examination the patient reported worsening eye pain and decreasing vision in the left eye </s> despite aggressive management with superior and inferior lateral canthotomy cantholysis with placement of an orbital drain visual loss occurred and the patient ultimately expired from her systemic condition </s> coagulopathy from liver disease resulting in systemic hemorrhage is commonly seen </s> orbital hemorrhage in this setting requires emergent diagnosis and management to prevent irreversible compressive optic neuropathy </s>"
"179",25709283,0,"acute onset bilateral myopia in convalescence phase of varicella infection </s> </s> a 13 year old boy presented with sudden onset of painless blurring of vision in his both eye twenty days following varicella infection </s> ocular examination revealed -0 ds refractive error and cilio choroidal effusion </s> after treatment at 1 months he had unaided 6 6 n 6 vision in both eyes </s>"
"180",25975935,0,"a challenging case of pregnancy with placenta accreta and very rare irregular antibodies versus cromer blood group system a case report </s> </s> introduction this report describes the challenges of treating a pregnant woman who had a rare case of critical placenta accreta with concurrent cromer system anti tc a and anti kidd a alloantibodies </s> no previous case of such alloimmunization in a patient with placenta accreta has been reported </s> case presentation a 28 year old african woman with anti cromer tc a antibodies anti kidd a antibodies and placenta accreta was admitted to the obstetric emergency department at our university hospital with persistent vaginal bleeding </s> her rare cromer blood group system antibodies had been diagnosed 1 month earlier no compatible blood had been found despite a worldwide search </s> we performed a cesarean section after placement of fogarty balloons in her uterine arteries with preoperative endovascular interventional radiology </s> other therapeutic interventions included preoperative iron administration to raise hemoglobin and the scheduled predeposit of autologous blood </s> intraoperative therapeutic management was aimed at preventing coagulopathy and massive bleeding </s> with the use of alternative medical techniques determined during perioperative planning her intraoperative blood loss was only 1000 ml despite the placenta accreta </s> she was discharged from the hospital 4 days after cesarean section </s> conclusions to the best of our knowledge this is the first report of an alloimmunized patient with two different alloantibodies and concurrent high risk of bleeding because of placenta accreta </s> the close collaboration among obstetricians anesthesiologists interventional radiologists blood bank pathologists and intensive care doctors prevented serious consequences in this patient </s> the exceptional feature of this case is the patient double risk the placenta accreta and the inability to transfuse compatible blood </s> these two extreme situations challenged the multidisciplinary medical team </s>"
"181",25414442,0,"early onset evans syndrome immunodeficiency and premature immunosenescence associated with tripeptidyl peptidase ii deficiency </s> </s> autoimmune cytopenia is a frequent manifestation of primary immunodeficiencies </s> two siblings presented with evans syndrome viral infections and progressive leukopenia </s> dna available from one patient showed a homozygous frameshift mutation in tripeptidyl peptidase ii tpp2 abolishing protein expression </s> tpp2 is a serine exopeptidase involved in extralysosomal peptide degradation </s> its deficiency in mice activates cell death programs and premature senescence </s> similar to cells from naïve uninfected tpp2 deficient mice patient cells showed increased major histocompatibility complex i expression and most cd8 t cells had a senescent ccr7 cd127 cd28 cd57 phenotype with poor proliferative responses and enhanced staurosporine induced apoptosis </s> t cells showed increased expression of the effector molecules perforin and interferon-<U+03B3> with high expression of the transcription factor t bet </s> age associated b cells with a cd21 cd11c phenotype expressing t bet were increased in humans and mice combined with antinuclear antibodies </s> moreover markers of senescence were also present in human and murine tpp2 deficient fibroblasts </s> telomere lengths were normal in patient fibroblasts and granulocytes and low normal in lymphocytes which were compatible with activation of stress induced rather than replicative senescence programs tpp2 deficiency is the first primary immunodeficiency linking premature immunosenescence to severe autoimmunity </s> determination of senescent lymphocytes should be part of the diagnostic evaluation of children with refractory multilineage cytopenias </s>"
"182",21668639,1,"left renal vein ligation a technique to mitigate low portal flow from splenic vein siphon during liver transplantation </s> </s> low portal vein flows in liver transplant have been associated with poor allograft survival </s> identifying and ameliorating causes of inadequate portal flow is paramount </s> we describe successful reversal of significant splenic vein siphon from a spontaneous splenorenal shunt during liver transplant </s> the patient is a 43 year old male with cirrhosis from hepatitis c and budd chiari syndrome who had a variceal hemorrhage necessitating an emergent splenorenal shunt with 8 mm ptfe graft </s> imaging in 2006 revealed thrombosis of the splenorenal shunt and evidence of a new spontaneous splenorenal shunt </s> the patient developed hepatocellular carcinoma and underwent transplant in 2009 </s> after reperfusion portal flows were low 150 200 ml min </s> a mesenteric varix was ligated without improvement </s> due to adhesions direct collateral ligation was not attempted </s> in order to redirect the splenic siphon the left renal vein was stapled at its confluence with the inferior vena cava </s> portal flows subsequently increased to 8 l min </s> postoperatively the patient had stable renal and liver function </s> we conclude that spontaneous splenorenal shunts can cause low portal flows </s> a diligent search for shunts with understanding of flow patterns is critical ligation or rerouting of splanchnic flow may be necessary to improve portal flows and allograft outcomes </s>"
"183",26677448,0,"sarcoma associated sarcoid reaction report of cutaneous sarcoid reaction in a patient with liposarcoma </s> </s> sarcoidosis is a systemic inflammatory condition in which noncaseating epithelioid cell granulomas appear within one or several body sites </s> sarcoid reaction also referred to as sarcoidal or sarcoid like reaction occurs in patients who do not fulfill the diagnostic criteria for systemic sarcoidosis but present with similar clinical and histological features </s> as sarcoma associated sarcoid reactions are rare we describe the features of sarcoid reaction that developed in a man with liposarcoma and summarize reports of other oncology patients with sarcoma associated sarcoid reactions </s> a 68 year old man with retroperitoneal liposarcoma presented for evaluation of erythematous dermal plaques on his left leg </s> microscopic examination of a tissue specimen revealed multiple epithelioid granulomas in the superficial and mid reticular dermis </s> correlation of the clinical presentation and histopathologic findings established a diagnosis of liposarcoma associated cutaneous sarcoid reaction </s> sarcoid reactions have been described in only seven individuals with sarcoma including two patients with leiomyosarcoma and one patient with either carcinosarcoma kaposi sarcoma liposarcoma malignant peripheral nerve sheath tumor rhabdosarcoma or synovial sarcoma </s> sarcoidal granulomas most commonly develop within the locoregional draining lymph nodes </s> sarcoid reactions may also affect other organs such as the lungs skin and spleen </s>"
"184",24855284,1,"involvement of the microvasculature in the pathogenesis of terlipressin related myocardial infarction </s> </s> we report an autopsy case of a 24 year old man with diagnoses of advanced alcoholic liver cirrhosis portal hypertension and esophageal variceal bleeding that presented extensive myocardial infarction after treatment with terlipressin </s> on postmortem examination the cut surface of the heart presented myocardial infarction implicating the left ventricle free wall apex of the heart and ventricular septum </s> light microscopic examination revealed that the extensive area of cardiac infarction was the result of the sum of diffuse foci of microinfarction of various ages interspersed with small clusters of preserved myocytes </s> moreover the epicardial vessels were patent while the small intramyocardial vessels presented thickened wall apparent reduction in lumen diameter and disruption of endothelial cells indicative of spasm </s> the observations in this case allow clear insight into the involvement of the microcirculation in the pathogenesis of myocardial infarction with the use of terlipressin </s>"
"185",25984681,0,"early diagnosis and successful treatment of cryptococcus albidus keratitis a case report and literature review </s> </s> cryptococcus albidus keratitis is a rare and difficult diagnosed disease </s> here we report a case of c albidus keratitis early diagnosed by dot hybridization assay and successfully treated with intrastromal injection of amphotericin b ab </s> a 45 year old man presented with left red eye for 2 days </s> the slit lamp examination exhibited deep corneal infiltrations </s> smears and cultures were performed but revealed negative findings </s> molecular detection of pathogens was performed by dot hybridization assay and c albidus keratitis was diagnosed </s> despite the identification of c albidus the clinical condition still worsened due to deep corneal infiltration </s> after performing intrastromal injection of ab the corneal infiltration gradually improved </s> c albidus is a rare cause of diseases in humans and should be considered as a potential pathogen of corneal ulcer </s> the prognosis of c albidus keratitis will improve if the condition is recognized early and treated properly </s>"
"186",21421069,1,"actinomyces graevenitzii bacteremia in a patient with alcoholic liver cirrhosis </s> </s> we report the first case of actinomyces graevenitzii septicemia in a patient with alcoholic liver cirrhosis </s> it was identified as a graevenitzii by morphologic and 16s rrna sequencing </s> even though a graevenitzii is rarely associated with human infections it should be considered as a potential causative agent of bacteremia </s>"
"187",23694813,1,"non alcoholic steatohepatitis related cirrhosis in a patient with apob l343v familial hypobetalipoproteinaemia </s> </s> familial hypobetalipoproteinaemia fhbl is a rare monogenic cause of hypocholesterolaemia </s> increased liver transaminase concentrations and hepatic steatosis are a common occurrence in fhbl </s> although fhbl subjects are protected against atherosclerotic cardiovascular disease consequences of fatty liver in fhbl over the longer term are not known </s> we describe a case in which an obese woman with apob l343v fhbl developed non alcoholic steatohepatitis related cirrhosis of the liver </s> given the potential for progression to cirrhosis it would seem prudent to serially monitor the livers of these individuals using biochemical and imaging techniques particularly in the presence of known risk factors that lead to further liver injury such as alcohol and caloric excess </s>"
"188",26668578,0,"rare association of perivascular granulomatous lesions in a patient with acute retinal necrosis </s> </s> purpose the aim of this study was to examine sequential changes in perivascular granulomatous lesions with acute retinal necrosis arn </s> methods a healthy 46 year old japanese woman who developed floaters and pain in her left eye underwent optical coherence tomography oct fluorescein angiography and routine ophthalmological examinations </s> treatment associated changes in perivascular granulomatous lesions were monitored using spectral domain sd -oct </s> results the patient had no previous ophthalmic history and her general condition was good </s> a slit lamp examination revealed keratic precipitates and aqueous cells 2 in the left eye </s> a fundus examination showed yellow white patches of necrotizing retinal lesions in the temporal upper area retinal arteritis retinal hemorrhage and vitreous opacities </s> the patient was diagnosed with arn according to diagnostic criteria </s> sd oct images confirmed high intensity and uniform granulomatous deposits in the perivascular area and fovea </s> systemic corticosteroids and antiviral therapy were initiated resulting in the gradual resolution of granulomatous lesions </s> the patient continues to be followed untreated without evidence of recurrence retinal detachment or active inflammation </s> conclusions this is the first report of perivascular granulomatous lesions in a patient with arn </s> our results showed that the formation of granulomas may be induced in the retina of arn patients without fulminant inflammation </s>"
"189",25751335,0,"spontaneous regression in an ulcerated ck7 positive merkel cell carcinoma </s> </s> merkel cell carcinoma is an aggressive and frequently lethal tumor of the elderly associated with sun exposure and immunosuppression which is less common in the dark skinned </s> we report the case of a 40 year old woman who presented with multiple slowly progressive mildly itchy ulcerated plaques of size ranging from 2 x 3 cm to 5 x 7 cm on the left knee of 1 year duration </s> skin biopsy showed diffuse dermal infiltration by small round cells with molding of cells and lymphocyte infiltration </s> the cells stained positive for cytokeratin ck 20 ck7 neuron specific enolase and chromogranin </s> the skin lesions underwent spontaneous regression within 1 month of skin biopsy and have not recurred during the past 2 years </s> the immune mechanisms triggered by biopsy possibly explain the spontaneous regression </s>"
"190",25022128,0,"clinical experience of qin eight scalp needles for treatment of parkinson disease </s> </s> the eight scalp needles founded by professor qin liang fu and its clinical experience for treatment of parkinson disease pd are introduced </s> based on his years of clinical experience it is proposed by professor qin that the governor vessel is mainly for miscellaneous disease and disease of limbs </s> combined with distribution of cephalic motor region and meridian an acupuncture treatment plan that is full of innovativeness is proposed which is called qin eight scalp needles </s> it includes bilateral fengchi gb 20 shuaigu gb 8 toulinqi gb 15 as well as yintang gv 29 and baihui gv 20 mainly for treatment of nervous system diseases such as pd and multiple sclerosis and so on </s> besides some outpatient cases are introduced to explain that eight scalp needle could alleviate the progression of pd improve patients motor cognitive and affective disorders reduce the suffering of patients and improve the patient quality of life </s>"
"191",21946390,1,"advanced liver disease what every hepatitis c virus treater should know </s> </s> identification and treatment of advanced hepatitis c virus hcv infection is often challenging </s> accurate fibrosis staging can be performed only by liver biopsy </s> for patients with advanced fibrosis metavir score f3 or f4 progression to decompensated liver disease occurs at a rate of approximately 5 per year and progression to hepatocellular carcinoma occurs at a rate of 1 to 2 per year </s> liver decompensation primarily results from altered hepatic blood flow caused by liver scarring and is characterized by ascites and its complications hepatorenal syndrome hepatic hydrothorax and spontaneous bacterial peritonitis hepatic encephalopathy bleeding varices and coagulopathy </s> patients with advanced fibrosis need to be regularly monitored for evidence of decompensated disease and complications need to be aggressively managed </s> this article summarizes a presentation by kenneth e sherman md at the ias usa live continuing medical education course management of hepatitis c virus in the new era held in new york city in april 2011 </s>"
"192",22688940,1,"a rare disorder tumoral calcinosis and cirrhosis </s> </s> tumoral calcinosis is a rare disease characterised by deposition of calcified mass near the joints </s> the pathogenesis of this disease is not exactly defined </s> a disorder of calcium and inorganic phosphate metabolism may play a role </s> here we report a case of 19 year old girl who had both cryptogenic cirrhosis and idiopathic tumoral calcinosis </s> to our knowledge there is few report of such concurrence </s>"
"193",26479257,0,"gradually increasing apathy and self neglect in a 29 year old man </s> </s> a 29 year old man presented with progressive behavioural changes expressed mainly in the form of increasing of apathy and self neglect </s> the initial differential diagnosis included a psychotic disorder a mood disorder or a personality disorder </s> after a month of medication free observation and uncertainty regarding the results of various diagnostic approaches we decided to use mr imaging this revealed a frontal meningioma which had invaded the entire frontal lobe </s> although patients with some types of somatic disorders frequently present with psychiatric symptoms there are often indications eg from history or physical examination that in fact the symptoms are of organic origin </s> in this case report we discuss the indications that should lead clinicians and psychiatrists to consider the possibility of organic pathology when young adults present with only psychiatric symptoms </s>"
"194",25024892,0,"primary angiosarcoma of the skull a rare case report </s> </s> background angiosarcomas are rare high grade endothelial tumors characterized by rapidly proliferating anaplastic cells derived from blood vessels and lining irregular blood filled spaces </s> primary neoplasms of the skull are rare representing of primary neoplasms of bone </s> primary malignant neoplasms of the skull are even rarer accounting for only of primary malignant neoplasms of bone </s> case description we report a 32 year old female who presented with right parieto occipital swelling which gradually increased in size </s> radiology was suggestive of a calvarial soft tissue lesion in the right parieto occipital region with destruction of the adjacent parieto occipital bone with intracranial extra axial extension </s> complete surgical excision of the calvarial lesion was done under general anesthesia </s> postoperative computed tomography ct scan of brain plain and with contrast showed complete excision of the tumor mass </s> histopathological diagnosis was consistent with an angiosarcoma of the skull </s> on immunohistochemistry the atypical endothelial cells were highlighted by cd34 cd31 and factor viii related antigen </s> the patient received adjuvant radiotherapy to the tumor bed </s> conclusion primary angiosarcoma of the skull is a rare tumor with less than 20 cases reported worldwide till date </s> the treatment should include complete surgical excision with a wide bony margin followed by adjuvant radiotherapy which in our case has given a good locoregional control even at the end of 2 years </s> however these patients should be followed up with repeated scans yearly to rule out locoregional as well as distant recurrence </s>"
"195",26630864,0,"dental management of a patient with multiple idiopathic cervical root resorption </s> </s> multiple idiopathic cervical root resorption micrr is a rare condition </s> it initiates at the cemento enamel junction of multiple teeth </s> the lesions continue to grow until they unite thereby undermining the entire coronal structure of affected teeth </s> its distribution can vary from a single region to the entire dentition and the number of teeth affected by resorption tends to increase as the condition is followed over time </s> the teeth themselves appear clinically normal </s> the aetiology of micrr is unknown and it is considered to be a diagnosis of exclusion </s> the condition tends to be progressive </s> consequently root treatments surgical curettage and restoration of the lesions have been unsuccessful at arresting the condition </s> affected teeth are often extracted in anticipation of catastrophic fracture and have been replaced with partial or complete dentures </s> in this case report we describe how a young female patient was dentally managed over 10 years and ultimately rehabilitated with dental implants </s> cpd clinical relevance patients suspected of having multiple idiopathic cervical root resorption may require specialist multidisciplinary care and require referral to an appropriate secondary care unit for treatment planning and potential oral rehabilitation </s>"
"196",21304374,1,"subcutaneous metastases after laparoscopic assisted partial hepatectomy for hepatocellular carcinoma </s> </s> we reported an unusual case with subcutaneous seeding of hepatocellular carcinoma 12 months after laparoscopic assisted partial hepatectomy </s> a 69 year old woman with hepatitis c related liver cirrhosis was found to have hepatocellular carcinoma on routine sonographic examination </s> the tumor located superficially in the left lateral segment </s> she received laparoscopic assisted partial hepatectomy for the tumor in february 2002 </s> she was uneventful after the surgery and serum a-fetoprotein level dropped from 1217 to 275 ng ml in 3 months </s> serum a-fetoprotein level was found to rise 9 months after surgery and a subcutaneous tumor appeared over the surgical wound 12 months after surgery </s> resection of lesion showed hepatocellular carcinoma </s> to our knowledge seeding of hepatocellular carcinoma on surgical wound has rarely if ever been reported after laparoscopic assisted surgery </s> the patient died of disseminated recurrence 20 months after the surgery </s> this case reminded us the risk of tumor seeding after laparoscopic assisted partial hepatectomy </s>"
"197",22007872,1,"granulocyte and monocyte adsorption apheresis for generalized pustular psoriasis </s> </s> granulocyte and monocyte adsorption apheresis gcap is an extracorporeal circulation therapy that removes activated granulocytes and monocytes </s> gcap was initially approved for the treatment of ulcerative colitis which is attributed to activated granulocytes and macrophages that infiltrate the target tissues </s> generalized pustular psoriasis gpp is also supposed to be caused by activated neutrophils </s> in this study we treated two patients with refractory gpp by using gcap </s> patient 1 a 68 year old woman who had liver cirrhosis underwent seven gcap sessions </s> patient 2 a 26 year old woman who had systemic lupus erythematosus and had been treated with systemic corticosteroids underwent eight gcap sessions </s> in both patients gcap resulted in an immediate improvement in skin lesions and fever reduction without any adverse effects </s> we suggest that gcap is an effective therapy for refractory gpp </s>"
"198",25716034,0,"an unusual cause of abdominal distension intraperitoneal bladder perforation secondary to intermittent self catheterisation </s> </s> we report a strikingly unusual case of traumatic intraperitoneal perforation of an augmented bladder from clean intermittent self catheterisation cisc which presented a unique diagnostic challenge </s> this case describes a 48 year old t1 level paraplegic who had undergone clamshell ileocystoplasty for detrusor overactivity presenting with abdominal distension vomiting and diarrhoea </s> initial investigations were suggestive of disseminated peritoneal malignancy with ascitic fluid collections but the ascitic fluid was found to be intraperitoneal urine from a perforation of the urinary bladder </s> this was associated with an inflammatory response in the surrounding structures causing an appearance of colonic thickening and omental disease </s> although the diagnostic process was complex due to this patient medical history the treatment plan initiated was non operative with insertion of an indwelling urinary catheter and radiologically guided drainage of pelvic and abdominal collections </s> overdistension perforations of augmented urinary bladders have been reported but few have described perforation from cisc </s>"
"199",24005461,1,"a case of prolonged delirium tremens </s> </s> we present a case of delirium tremens lasting for five weeks in an alcohol dependent individual </s> the patient required high dose benzodiazepines which is atypical and rare </s> the clinical presentation and management of this patient is discussed </s>"
"200",26289762,0,"a case of chronic progressive motor dominant multiple mononeuritis associated with primary sjögren syndrome </s> </s> a 45 year old female with a history of dry eyes presented with chronic progressive disturbance of her right finger extension bilateral foot drops and dysesthesia in the left lower leg </s> on admission neurological examination revealed decreased tendon reflex in the right upper limb and bilateral lower limbs and dysesthesia in the distal outer portions of the bilateral lower legs </s> her vibration sensation was moderately diminished in both lower legs </s> weakness ranging from moderate to severe was predominantly found in the muscles innervated by the radial r gt l medial r gt l ulnar r gt l deep peroneal r <U+2252> l tibial r lt l and medial planter nerves r lt l </s> nerve conduction study showed asymmetrical axonal neuropathy while chronic neurogenic changes were observed on needle electromyography </s> cerebrospinal fluid analysis results were unremarkable except for an elevated igg index 3 and the presence of oligoclonal igg bands </s> seropositive anti ss a antibody and histological findings of the biopsied minor salivary gland as well as the lack of other connective tissue disorders indicated primary sjögren syndrome sjs </s> a left sural nerve biopsy showed inhomogeneous reductions in the myelinated fibers within fascicules mild infiltration of cd8 positive t lymphocytes around small vessels and no fibrinoid necrosis in the arteries </s> from these findings the diagnosis of motor dominant multiple mononeuritis associated with primary sjs was made </s> therapy that comprised a single course of intravenous iv methylprednisolone 1 g for 3 days followed by oral prednisolone 60 mg day with gradual tapering resulted in no amelioration of her symptoms she then received iv immunoglobulin mg kg day for 5 days which resulted in moderate improvement in the strength of several muscles and a reduction of csf igg index 9 </s> a wide variety of peripheral nerve complications are documented in primary sjs </s> however the present case is unique in the symptoms of chronic progressive motor dominant multiple mononeuritic phenotype </s>"
"201",24783422,1,"isolated hepatic sarcoidosis </s> </s> introduction sarcoidosis is a multisystem granulomatous disease of unknown etiology </s> although hepatic granulomas occur in 50 65 of patients with systemic sarcoidosis isolated liver sarcoidosis is rare </s> clinical presentation varies from asymptomatic to manifest </s> the diagnosis is based on a characteristic histopathological finding of liver biopsy </s> case report we reported a 69 year old man was admitted due to abdominal swelling and abdominal pain </s> laboratory studies detected cholestasis pancytopenia and elevaton of angiotensin converting enzyme </s> abdominal imaging techniques showed liver cirrhosis splenomegaly and ascites </s> the diagnosis of the hepatic sarcoidosis was confirmed by histopathological examination of liver biopsy </s> the patient was treated with corticosteroids </s> after 18 months the patient was without any subjective symptoms and with biochemical and clinical improvement </s> conclusion isolated hepatic sarcoidosis should be considered in the differential diagnosis of asymptomatic or simptomatic patients with hepatosplenomegaly and changes in liver functional tests </s> only the timely diagnosis and proper treatment can lead to subjective and objective improvement of patients </s>"
"202",25653958,0,"hepatic epithelioid hemangioendothelioma in an eight year old a case report </s> </s> hepatic epithelioid haemangio endothelioma hehe is a rare vascular tumour of endothelial origin </s> the etiology of this tumour is unknown and has a variable clinical outcome </s> it usually affects adults and is extremely rare in children </s> histologically hehe is characterized by epithelioid to dendritic tumour cells with intracytoplasmic lumina containing rbcs and a myxoid to sclerotic stroma </s> being a rare entity awareness and a high degree of suspicion is required to correctly identify this tumour </s> we report a case of hepatic hemangioendothelioma in an 8 year old child </s>"
"203",25547959,0,"the delivered promise of prenatal imaging and a challenge to the utility of sildenafil for severe lymphatic malformations </s> </s> we report the case of an infant with severe lymphatic malformation necessitating ex utero intrapartum treatment exit procedure and examine recent advances in high resolution ultrasonography and magnetic resonance imaging which allow for improved prenatal diagnosis of lesions that cause critical airway obstruction in the neonate </s> treatments for lymphatic malformations including surgical resection sclerotherapy coblation and sildenafil are discussed </s> our patient did not have any reduction in the size of the lymphatic malformation from sildenafil as suggested in another series </s>"
"204",26166658,1,"joubert syndrome and related disorders a rare cause of intrahepatic portal hypertension in childhood </s> </s> objective joubert syndrome js and related disorders jsrd omim 213300 are a group of developmental delay multiple congenital anomalies syndromes in which the pathognomonic quot the molar tooth sign quot mts is present is caused by the defects in the structure or function of the primary cilium </s> liver disease is observed in minority of jsrd usually manifesting as congenital hepatic fibrosis chf </s> in this paper we report a child with jsrd in whom signs of portal hypertension and chronic liver disease appeared and in the follow up nephrologic features were added to her clinical signs </s> conclusions the physicians must be aware of this disorder in the differential diagnosis of portal hypertension of unknown origin </s>"
"205",24463089,1,"samaritan donor interchange in living donor liver transplantation </s> </s> background in order to overcome abo blood group incompatibility paired donor interchange has been practised in living donor liver transplantation </s> liver transplantations using grafts donated by samaritan living donors have been performed in europe north america south korea and hong kong </s> such practice is clearly on strong biological grounds although social and psychological implications could be far reaching </s> local experience has been satisfactory but is still limited </s> as few centers have this arrangement its safety and viability are still being assessed under a clinical trial setting </s> methods here we report a donor interchange involving an abo compatible pair with a universal donor and an abo incompatible pair with a universal recipient </s> this matching was not only a variation but also an extension of the donor interchange scheme </s> results the four operations two donor hepatectomies and two recipient operations were successful </s> all the two donors and the two recipients recovered well </s> such donor interchange further supports the altruistic principle of organ donation in contrast to exchange for a gain </s> conclusions samaritan donor interchange certainly taxes further the ethical challenge of donor interchange </s> although this practice has obvious biological advantages such advantages have to be weighed against the potential increase in potential psychological risks to the subjects in the interchange </s> further ethical and clinical evaluations of local and overseas experiences of donor interchange should guide future clinical practice in utilizing this potential organ source for transplantation </s>"
"206",25131733,0,"the muscle findings in a pediatric patient with live attenuated oral polio vaccine related flaccid monoplegia </s> </s> a pediatric patient who was given live attenuated oral polio vaccine twice without distinct gait disturbance during infancy begun to present limp at 3 years </s> his gait disturbance became remarkable with aging </s> at 7 years he was unable to dorsiflex the left ankle and presented flaccid monoplegia of the left lower extremity and the left achilles tendon reflex was diminished </s> magnetic resonance imaging revealed multiple crack lines in the left anterior tibial muscle but was unable to detect any distinct lesion at responsible level of l4 l5 and s1 anterior horn cells degeneration </s> electromyography showed continuous fibrillation potentials but muscle biopsy presented nearly normal in this muscle </s> the serum levels of polio antibody type 1 and type 2 titers were elevated 64x respectively while the type 3 antibody titer was not elevated 4x </s> this patient was diagnosed as live attenuated oral polio vaccine related flaccid monoplegia with mild clinical course </s>"
"207",26819074,1,"gradual improvement of hyperammonemic hepatic encephalopathy after the extirpation of a large uterine leiomyoma in a woman with constipation and liver cirrhosis resulting from autoimmune hepatitis </s> </s> there have been few reports regarding the improvement of hyperammonemic hepatic encephalopathy after the extirpation of a large uterine leiomyoma </s> we present a case of a 53 year old postmenopausal woman who experienced a clouding of consciousness </s> she had been suffering from mild hepatitis and a large uterine leiomyoma </s> on admission she had experienced constipation for seven days and exhibited a high serum ammonia level 251 µg dl </s> she was diagnosed with liver cirrhosis as a result of autoimmune hepatitis combined with sjögren syndrome </s> a total hysterectomy was performed 29 days after admission </s> severe diarrhea lasted for three days after surgery </s> by the sixth postoperative day the patient consciousness level had normalized and her serum ammonia level had fallen to 47 µg dl </s> although the true mechanism of hyperammonemia in this case is unclear we speculate that organic constipation following chronic obstruction of the colon might have played a role in the development of the condition </s>"
"208",24390524,1,"effective control of relapsing disseminated intravascular coagulation in a patient with decompensated liver cirrhosis by recombinant soluble thrombomodulin </s> </s> a 70 year old japanese man was hospitalized for expanding purpura and chronic disseminated intravascular coagulation dic caused by decompensated liver cirrhosis </s> as there are no effective treatments for chronic dic caused by liver cirrhosis we decided to administer recombinant human soluble thrombomodulin rhstm after he provided informed consent </s> the dic was rapidly improved however the purpura and coagulopathy recurred after two months and repeated rhstm treatments were required </s> the rhstm treatment sufficiently controlled the coagulopathy for two years without any complications including bleeding </s> this is the first report demonstrating that rhstm can be administered safely and repeatedly to a patient with decompensated liver cirrhosis and that it appears to be associated with a favorable outcome </s>"
"209",25529318,0,"46 xx testicular disorder of sexual development with sry negative caused by some unidentified mechanisms a case report and review of the literature </s> </s> background 46 xx testicular disorder of sex development is a rare genetic syndrome characterized by a complete or partial mismatch between genetic sex and phenotypic sex which results in infertility because of the absence of the azoospermia factor region in the long arm of y chromosome </s> case presentation we report a case of a 14 year old male with microorchidism and mild bilateral gynecomastia who referred to our hospital because of abnormal gender characteristics </s> the patient was treated for congenital scrotal type hypospadias at the age of 4 years </s> semen analysis indicated azoospermia by centrifugation of ejaculate </s> levels of follicle stimulating hormone and luteinizing hormone were elevated while that of testosterone was low and those of estradiol and prolactin were normal </s> the results of gonadal biopsy showed hyalinization of the seminiferous tubules but there was no evidence of spermatogenic cells </s> karyotype analysis of the patient confirmed 46 xx karyotype and fluorescent in situ hybridization analysis of the sex determining region y sry gene was negative </s> molecular analysis revealed that the sry gene and the azfa azfb and azfc regions were absent </s> no mutation was detected in the coding region and exon intron boundaries of the rspo1 dax1 sox9 sox3 sox10 rock1 and dmrt genes and no copy number variation in the whole genome sequence was found </s> conclusion this study adds a new case of sry negative 46 xx testicular disorder of sex development and further verifies the view that the absence of major regions from the y chromosome leads to an incomplete masculine phenotype abnormal hormone levels and infertility </s> to date the mechanisms for induction of testicular tissue in 46 xx sry negative patients remain unknown although other genetic or environmental factors play a significant role in the regulation of sex determination and differentiation </s>"
